Order to Dispatch Status Report - TAPARIA IMPEX PVT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Days Left,Image,Sales Order No,Design No,DivisionName,Party Name,Order Date,Design MRP,SO Qty,Lot Qty,Dispatch Qty,Dispatch%,SO Open?,Prod Active?,Order Value,Sale Value,Order Created By,Expected DDemoivery Date,# of Lots,# of Articles,PO Days Diff,Is FabricPORaised,Is TrimsPORaised,Fabric PO Days Diff,Trims PO Days Diff,Last Dispatch Date,Pending Qty,Ready Stock,Assorted Qty,Rejected Qty,Accesories,Accesories_Thread,Consumables,Knits -Fabric,Packing Material,Printing Chemical,Woven-Fabric,Consumption,Accesories,Accesories_Thread,Consumables,Knits -Fabric,Packing Material,Printing Chemical,Woven-Fabric,CUTTING_OutQty,CUTTING_InQty,CUTTING_OutDate,CUTTING_InDate,CUTTING_JWCost,CUTTING_JWName,Pending CUTTING,#Days CUTTING,PRINTING_OutQty,PRINTING_InQty,PRINTING_OutDate,PRINTING_InDate,PRINTING_JWCost,PRINTING_JWName,Pending PRINTING,#Days PRINTING,EMBRODIERY_OutQty,EMBRODIERY_InQty,EMBRODIERY_OutDate,EMBRODIERY_InDate,EMBRODIERY_JWCost,EMBRODIERY_JWName,Pending EMBRODIERY,#Days EMBRODIERY,STITCHING_OutQty,STITCHING_InQty,STITCHING_OutDate,STITCHING_InDate,STITCHING_JWCost,STITCHING_JWName,Pending STITCHING,#Days STITCHING,STITCH_TO_PACK_OutQty,STITCH_TO_PACK_InQty,STITCH_TO_PACK_OutDate,STITCH_TO_PACK_InDate,STITCH_TO_PACK_JWCost,STITCH_TO_PACK_JWName,Pending STITCH_TO_PACK,#Days STITCH_TO_PACK,WASHING_OutQty,WASHING_InQty,WASHING_OutDate,WASHING_InDate,WASHING_JWCost,WASHING_JWName,Pending WASHING,#Days WASHING,IRON_TO_FINISHING_OutQty,IRON_TO_FINISHING_InQty,IRON_TO_FINISHING_OutDate,IRON_TO_FINISHING_InDate,IRON_TO_FINISHING_JWCost,IRON_TO_FINISHING_JWName,Pending IRON_TO_FINISHING,#Days IRON_TO_FINISHING,PACKING_Finishing_OutQty,PACKING_Finishing_InQty,PACKING_Finishing_OutDate,PACKING_Finishing_InDate,PACKING_Finishing_JWCost,PACKING_Finishing_JWName,Pending PACKING_Finishing,#Days PACKING_Finishing,Fabric Days,Trims Days,Total Days,Ideal Days,IDemoe Days,RM Cost,JW Cost,Total Cost,Cost Per Pcs,Cost / CostSheet,GP,Cut To Ship
74,,05127/25-26,Demo-JB-UP-HS-3866-0326,Knits - Kids,market lmtd,28/03/26,179.00,3000,0,0,0,Yes,True,360000.00,,Ananya Sen,20/06/26,0,1,5,Yes,No,5,5,,3000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05119/25-26,Demo-JG-UP-HS-3781-0326,Knits - Kids,market lmtd,28/03/26,149.00,4000,0,0,0,Yes,True,360000.00,,RIA PAUL,30/06/26,0,1,7,Yes,No,7,7,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05134/25-26,Demo-SG-UP-HS-3790-0326,Knits - Kids,market lmtd,28/03/26,179.00,4000,0,0,0,Yes,True,420000.00,,RIA PAUL,30/06/26,0,1,6,Yes,No,6,6,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05137/25-26,Demo-SG-UP-HS-3793-0326,Knits - Kids,market lmtd,28/03/26,199.00,4000,0,0,0,Yes,True,440000.00,,RIA PAUL,30/06/26,0,1,7,Yes,No,7,7,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05145/25-26,Demo-SG-UP-HS-3801-0326,Knits - Kids,market lmtd,28/03/26,199.00,4000,0,0,0,Yes,True,440000.00,,RIA PAUL,30/06/26,0,1,7,Yes,No,7,7,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
69,,05160/25-26,Demo-Demo-WO-CA-SH-FS-RF-01280-0326,Woven,Style fashion,28/03/26,349.00,1800,0,0,0,Yes,True,370800.00,,Samim Hossain,15/06/26,0,1,,No,No,,0,,1800,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
18,,05151/25-26,DH-JB-UP-HS-3853-0326,Knits - Kids,Dhannu life,28/03/26,149.00,3500,3500,0,0,Yes,True,290500.00,,Titly Paul,25/04/26,1,1,-3,Yes,No,-3,-3,,3500,0,0,0,,,,418,,,,,,,,167200,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,0,0,0,0,167200.00,0.00,167200.00,,0.00,-167200.00,0
69,,05153/25-26,Demo-JB-WO-CA-SH-FS-RF-01277-0326,Woven,Style fashion,28/03/26,299.00,1800,0,0,0,Yes,True,320400.00,,Samim Hossain,15/06/26,0,1,,No,No,,0,,1800,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
18,,05157/25-26,DH-JB-UP-HS-3856-0326,Knits - Kids,Dhannu life,28/03/26,149.00,3500,3500,0,0,Yes,True,290500.00,,Titly Paul,25/04/26,1,1,-3,Yes,No,-3,-3,,3500,0,0,0,,,,417.4,,,,,,,,194091,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,0,0,0,0,194091.00,0.00,194091.00,,0.00,-194091.00,0
21,,05161/25-26,DH-Demo-UP-HS-3859-0326,Knits - Kids,Dhannu life,28/03/26,179.00,1700,0,0,0,Yes,True,193800.00,,Titly Paul,28/04/26,0,1,-3,Yes,No,-3,-3,,1700,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05101/25-26,Demo-JG-UP-HS-3763-0326,Knits - Kids,market lmtd,28/03/26,129.00,4000,0,0,0,Yes,True,320000.00,,RIA PAUL,30/06/26,0,1,6,Yes,No,6,6,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05115/25-26,Demo-JG-UP-HS-3777-0326,Knits - Kids,market lmtd,28/03/26,149.00,4000,0,0,0,Yes,True,360000.00,,RIA PAUL,30/06/26,0,1,7,Yes,No,7,7,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05109/25-26,Demo-JG-UP-HS-3771-0326,Knits - Kids,market lmtd,28/03/26,129.00,4000,0,0,0,Yes,True,320000.00,,RIA PAUL,30/06/26,0,1,6,Yes,No,6,6,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05112/25-26,Demo-JG-UP-HS-3774-0326,Knits - Kids,market lmtd,28/03/26,149.00,4000,0,0,0,Yes,True,336000.00,,RIA PAUL,30/06/26,0,1,6,Yes,No,6,6,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
74,,05126/25-26,Demo-JB-UP-HS-3865-0326,Knits - Kids,market lmtd,28/03/26,179.00,3000,0,0,0,Yes,True,360000.00,,Ananya Sen,20/06/26,0,1,5,Yes,No,5,5,,3000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05118/25-26,Demo-JG-UP-HS-3780-0326,Knits - Kids,market lmtd,28/03/26,149.00,4000,0,0,0,Yes,True,360000.00,,RIA PAUL,30/06/26,0,1,7,Yes,No,7,7,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05121/25-26,Demo-JG-UP-HS-3783-0326,Knits - Kids,market lmtd,28/03/26,149.00,4000,0,0,0,Yes,True,360000.00,,RIA PAUL,30/06/26,0,1,7,Yes,No,7,7,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05135/25-26,Demo-SG-UP-HS-3791-0326,Knits - Kids,market lmtd,28/03/26,179.00,4000,0,0,0,Yes,True,420000.00,,RIA PAUL,30/06/26,0,1,6,Yes,No,6,6,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
74,,05129/25-26,Demo-JB-UP-HS-3868-0326,Knits - Kids,market lmtd,28/03/26,179.00,3000,0,0,0,Yes,True,360000.00,,Ananya Sen,20/06/26,0,1,5,Yes,No,5,5,,3000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05138/25-26,Demo-SG-UP-HS-3794-0326,Knits - Kids,market lmtd,28/03/26,199.00,4000,0,0,0,Yes,True,440000.00,,RIA PAUL,30/06/26,0,1,7,Yes,No,7,7,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
20,,05141/25-26,Demo-SG-UP-HS-3797-0326,Knits - Kids,market lmtd,28/03/26,199.00,4000,0,0,0,Yes,True,440000.00,,RIA PAUL,27/04/26,0,1,7,Yes,No,7,7,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05144/25-26,Demo-SG-UP-HS-3800-0326,Knits - Kids,market lmtd,28/03/26,199.00,4000,0,0,0,Yes,True,440000.00,,RIA PAUL,30/06/26,0,1,7,Yes,No,7,7,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
69,,05156/25-26,Demo-Demo-WO-CA-SH-FS-RF-01279-0326,Woven,Style fashion,28/03/26,349.00,1800,0,0,0,Yes,True,370800.00,,Samim Hossain,15/06/26,0,1,,No,No,,0,,1800,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
21,,05165/25-26,DH-Demo-UP-HS-3863-0326,Knits - Kids,Dhannu life,28/03/26,179.00,1700,0,0,0,Yes,True,193800.00,,Titly Paul,28/04/26,0,1,-3,Yes,No,-3,-3,,1700,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
21,,05162/25-26,DH-Demo-UP-HS-3860-0326,Knits - Kids,Dhannu life,28/03/26,179.00,1700,0,0,0,Yes,True,193800.00,,Titly Paul,28/04/26,0,1,-3,Yes,No,-3,-3,,1700,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
69,,05150/25-26,Demo-Demo-WO-CA-SH-HS-RF-01276-0326,Woven,Style fashion,28/03/26,399.00,1800,0,0,0,Yes,True,428400.00,,Samim Hossain,15/06/26,0,1,,No,No,,0,,1800,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
18,,05158/25-26,DH-JB-UP-HS-3857-0326,Knits - Kids,Dhannu life,28/03/26,149.00,3500,3500,0,0,Yes,True,290500.00,,Titly Paul,25/04/26,1,1,-3,Yes,No,-3,-3,,3500,0,0,0,,,,409.1,,,,,,,,171822,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,0,0,0,0,171822.00,0.00,171822.00,,0.00,-171822.00,0
84,,05100/25-26,Demo-JG-UP-HS-3762-0326,Knits - Kids,market lmtd,28/03/26,129.00,4000,0,0,0,Yes,True,320000.00,,RIA PAUL,30/06/26,0,1,6,Yes,No,6,6,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05103/25-26,Demo-JG-UP-HS-3765-0326,Knits - Kids,market lmtd,28/03/26,129.00,4000,0,0,0,Yes,True,320000.00,,RIA PAUL,30/06/26,0,1,6,Yes,No,6,6,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05106/25-26,Demo-JG-UP-HS-3768-0326,Knits - Kids,market lmtd,28/03/26,129.00,4000,0,0,0,Yes,True,320000.00,,RIA PAUL,30/06/26,0,1,6,Yes,No,6,6,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05132/25-26,Demo-SG-UP-HS-3788-0326,Knits - Kids,market lmtd,28/03/26,179.00,4000,0,0,0,Yes,True,420000.00,,RIA PAUL,30/06/26,0,1,6,Yes,No,6,6,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05120/25-26,Demo-JG-UP-HS-3782-0326,Knits - Kids,market lmtd,28/03/26,149.00,4000,0,0,0,Yes,True,360000.00,,RIA PAUL,30/06/26,0,1,7,Yes,No,7,7,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05114/25-26,Demo-JG-UP-HS-3776-0326,Knits - Kids,market lmtd,28/03/26,149.00,4000,0,0,0,Yes,True,336000.00,,RIA PAUL,30/06/26,0,1,6,Yes,No,6,6,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05117/25-26,Demo-JG-UP-HS-3779-0326,Knits - Kids,market lmtd,28/03/26,149.00,4000,0,0,0,Yes,True,360000.00,,RIA PAUL,30/06/26,0,1,7,Yes,No,7,7,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
74,,05128/25-26,Demo-JB-UP-HS-3867-0326,Knits - Kids,market lmtd,28/03/26,179.00,3000,0,0,0,Yes,True,360000.00,,Ananya Sen,20/06/26,0,1,5,Yes,No,5,5,,3000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
74,,05125/25-26,Demo-JB-UP-HS-3864-0326,Knits - Kids,market lmtd,28/03/26,179.00,3000,0,0,0,Yes,True,360000.00,,Ananya Sen,20/06/26,0,1,5,Yes,No,5,5,,3000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
69,,05146/25-26,Demo-JB-WO-CA-SH-FS-RF-01273-0326,Woven,Style fashion,28/03/26,349.00,1800,0,0,0,Yes,True,351000.00,,Samim Hossain,15/06/26,0,1,,No,No,,0,,1800,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05123/25-26,Demo-JG-UP-HS-3785-0326,Knits - Kids,market lmtd,28/03/26,149.00,4000,0,0,0,Yes,True,360000.00,,RIA PAUL,30/06/26,0,1,7,Yes,No,7,7,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
69,,05149/25-26,Demo-JB-WO-CA-SH-HS-RF-01275-0326,Woven,Style fashion,28/03/26,349.00,1800,0,0,0,Yes,True,351000.00,,Samim Hossain,15/06/26,0,1,,No,No,,0,,1800,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
21,,05164/25-26,DH-Demo-UP-HS-3862-0326,Knits - Kids,Dhannu life,28/03/26,179.00,1700,0,0,0,Yes,True,193800.00,,Titly Paul,28/04/26,0,1,-3,Yes,No,-3,-3,,1700,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
84,,05140/25-26,Demo-SG-UP-HS-3796-0326,Knits - Kids,market lmtd,28/03/26,199.00,4000,0,0,0,Yes,True,440000.00,,RIA PAUL,30/06/26,0,1,7,Yes,No,7,7,,4000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
